WKT,highway,noname,name,surface,maxspeed,ref,service,oneway,lanes,tracktype,smoothness,source_1
"LINESTRING (-7001555.1604178 -2932027.92413663,-7001523.02700003 -2931988.36380602,-7001514.47909343 -2931957.00694411,-7001512.72226024 -2931929.50617558,-7001513.99622991 -2931908.96223924,-7001510.3117291 -2931893.99479465,-7001498.96160777 -2931878.66339925,-7001473.30043824 -2931862.25740596,-7001426.29760598 -2931850.36150125,-7001250.34029423 -2931829.09391294,-7001173.78994813 -2931799.20695041,-7001096.41490385 -2931808.6536911,-7001056.46562143 -2931798.37543668,-7001022.90929128 -2931783.28257847,-7000998.45897868 -2931768.33017765,-7000959.35974628 -2931767.40867273,-7000878.21428407 -2931802.75219159,-7000851.6200681 -2931807.6552475,-7000822.38131987 -2931802.84967177)",track,yes,,,,,,,,,,
"LINESTRING (-7001581.31409767 -2930296.0556085,-7001560.98680732 -2930441.91367933,-7001547.34440143 -2930487.63855556,-7001534.85981661 -2930540.38349742,-7001529.71652775 -2930562.10158935,-7001507.1177778 -2930672.47785706,-7001484.94487312 -2930763.88648396,-7001457.35747506 -2930905.05952907,-7001432.21188094 -2931023.13844916)",track,yes,,,,,,,,,,
"LINESTRING (-7011076.94156987 -2932850.42110695,-7010985.58769036 -2932757.60607422,-7010852.98529272 -2932590.42232476,-7010581.04769799 -2932247.57395679,-7010530.05495146 -2932203.23557586)",track,yes,,,,,,,,,,
"LINESTRING (-7010083.12924477 -2932346.77886216,-7010236.12301922 -2932295.38618499,-7010530.05495146 -2932203.23557586,-7010809.5954395 -2932074.22710249)",track,yes,,,,,,,,,,
"LINESTRING (-7010481.23878429 -2931727.6107993,-7010461.32499409 -2931702.04810918,-7010441.78523427 -2931699.38361789,-7010416.86981706 -2931706.87134843,-7010253.36152985 -2931771.30420204,-7010107.32054796 -2931801.85138417,-7010033.86219731 -2931815.05943474)",track,yes,,,,,,,,,,
"LINESTRING (-7010236.12301922 -2932295.38618499,-7010380.30656717 -2932754.40149234,-7010441.09807291 -2932949.69021763,-7010493.90292369 -2933119.36044093)",track,yes,,,,,,,,,,
"LINESTRING (-7009742.10524416 -2933199.25887407,-7009783.10105975 -2933183.62684125,-7009808.70222585 -2933170.31486047,-7009839.45201013 -2933157.81580202,-7009876.81731177 -2933129.37431663,-7009913.10192722 -2933109.84855644,-7009946.01442293 -2933098.6643009,-7009989.07242142 -2933075.89349304,-7010019.66943997 -2933041.55080783,-7009978.28910669 -2932892.85626213,-7009941.47008052 -2932782.71205605,-7010083.12924477 -2932346.77886216)",track,yes,,,,,,,,,,
"LINESTRING (-7009742.10524416 -2933199.25887407,-7009723.36929679 -2933133.67021776,-7009649.48738529 -2933016.56796934,-7009563.08184082 -2932847.18484092,-7009478.10393974 -2932651.61233624,-7009462.94964177 -2932586.53036656,-7009471.88134413 -2932511.5191833,-7009487.49920952 -2932441.10241547,-7009539.93568984 -2932337.62839395,-7009591.9142338 -2932247.9821265,-7009616.51769012 -2932117.96726761,-7009625.689677 -2932099.43258152)",track,yes,,,,,,,,,,
"LINESTRING (-7009625.689677 -2932099.43258152,-7009646.76133337 -2932105.9841231,-7009863.48672806 -2932231.90655443,-7010066.52198055 -2932347.5242331,-7010083.12924477 -2932346.77886216)",track,yes,,,,,,,,,,
"LINESTRING (-7011767.75540198 -2930435.07026265,-7011368.07981422 -2930605.61916864,-7010668.01741277 -2930903.71792346)",track,yes,,,,,,,,,,
"LINESTRING (-7011146.18498201 -2929963.62320518,-7011235.14092886 -2930217.14873876,-7011368.07981422 -2930605.61916864)",track,yes,,,,,,,,,,
"LINESTRING (-7011235.14092886 -2930217.14873876,-7011616.56194543 -2930061.17730445,-7012018.93287119 -2929883.68792562)",track,yes,,,,,,,,,,
"LINESTRING (-7011846.23040402 -2929521.96420391,-7011705.97763968 -2929592.54628876,-7011644.52435783 -2929623.7362577,-7011481.2436968 -2929698.17374786)",track,yes,,,,,,,,,,
"LINESTRING (-7010286.28857884 -2930772.07285952,-7010223.2187376 -2930802.05603345,-7010309.82432137 -2931055.93775461,-7010535.49381992 -2931697.66023927,-7010562.47120618 -2931762.17722522,-7010593.93921433 -2931799.45607328)",track,yes,,,,,,,,,,
"LINESTRING (-7010309.82432137 -2931055.93775461,-7010668.01741277 -2930903.71792346)",track,yes,,,,,,,,,,
"LINESTRING (-7010047.34672038 -2930887.54856968,-7010223.2187376 -2930802.05603345)",track,yes,,,,,,,,,,
"LINESTRING (-7010033.86219731 -2931815.05943474,-7010027.07919573 -2931809.53387485,-7010020.87569369 -2931799.87488132,-7009992.69217032 -2931522.38584019,-7009987.65935114 -2931508.92552275,-7009977.7948238 -2931502.97190245,-7009938.27609154 -2931493.38623819,-7009926.11786338 -2931496.53654815,-7009877.63965057 -2931519.8691947)",track,yes,,,,,,,,,,
"LINESTRING (-7010089.29827137 -2930104.90810861,-7010212.46408024 -2930427.07120458)",track,yes,,,,,,,,,,
"LINESTRING (-7009569.64839567 -2930306.0900985,-7009584.78261392 -2930318.7577289,-7009597.87918864 -2930344.64561763,-7009689.91117937 -2930593.50204216,-7009722.95736482 -2930662.93761105,-7009733.7023807 -2930684.4184889,-7009737.95828162 -2930707.26616456,-7009746.11050407 -2930727.57882741)",track,,,,,,,,,,,
"LINESTRING (-7008387.43455839 -2930699.30177093,-7008611.33909485 -2930616.29243239,-7008842.98683384 -2930540.91618457,-7009084.9040282 -2930465.46702981,-7009367.25877648 -2930367.70853297,-7009547.15645016 -2930306.50495776,-7009569.64839567 -2930306.0900985,-7009589.73646957 -2930305.71400502,-7009822.41105976 -2930223.12799382,-7010019.65672796 -2930142.32073706,-7010089.29827137 -2930104.90810861,-7010298.3295415 -2930013.21707722,-7010324.15515956 -2930003.87577089)",track,yes,,,,,,,,,,
"LINESTRING (-7008999.33990931 -2929510.66349854,-7009045.06588281 -2930013.03105256,-7009084.9040282 -2930465.46702981)",track,yes,,,,,,,,,,
"LINESTRING (-7008761.60900323 -2929502.12263699,-7008805.2378778 -2930057.11615958,-7008842.98683384 -2930540.91618457)",track,yes,,,,,,,,,,
"LINESTRING (-7008489.43384898 -2929534.35524849,-7008556.75839469 -2930105.47640736,-7008611.33909485 -2930616.29243239)",track,yes,,,,,,,,,,
"LINESTRING (-7012212.0595883 -2928094.3533293,-7011974.49673836 -2928147.03497637,-7011859.5907264 -2928167.31754933,-7011820.09652105 -2928177.32163678,-7011641.60766873 -2928212.40645804,-7011484.67823143 -2928250.42407314,-7011316.9798272 -2928286.9603166,-7011204.64861856 -2928304.31382878)",track,yes,,,,,,,,,,
"LINESTRING (-7012047.5398607 -2927756.8965535,-7011901.93060527 -2927786.06365757,-7011822.43851866 -2927804.58620111,-7011711.13449403 -2927825.34987502,-7011594.46981552 -2927849.3953791,-7011444.94650943 -2927880.01725496,-7011312.11417502 -2927908.1123858,-7011135.19569286 -2927947.79691025)",track,yes,,,,,,,,,,
"LINESTRING (-7007271.93578283 -2927863.28195476,-7007446.87199413 -2928246.72962072,-7007456.7583685 -2928275.9153421,-7007454.33819221 -2928304.14613816,-7007443.11528785 -2928321.66046708,-7007450.42176326 -2928348.30129872,-7007504.00910245 -2928506.50863108,-7007508.24671698 -2928534.17393757,-7007506.3080431 -2928558.81730908,-7007504.9084331 -2928590.12363118,-7007775.59035079 -2929207.1936449,-7007793.6567647 -2929230.17323508,-7007829.16697806 -2929254.06245675,-7008020.54304434 -2929358.53682678,-7008035.50736458 -2929377.42793888,-7008051.48904934 -2929394.25093632,-7008101.90475785 -2929421.63772717,-7008126.60873398 -2929438.91590536,-7008138.05354989 -2929472.71927751,-7008140.09772884 -2929522.41100718,-7008153.66169179 -2929555.51376278,-7008168.32748016 -2929577.41797403,-7008185.81600557 -2929595.38924709,-7008202.60499166 -2929604.33291791,-7008222.01266538 -2929609.80254871,-7008246.99870182 -2929613.57886918,-7008267.92220771 -2929624.76460664)",track,yes,,,,,,,,,,
"LINESTRING (-7013746.29399125 -2936510.79586558,-7013744.19680638 -2936539.15167027,-7013738.38543889 -2936565.38413203,-7013711.29471235 -2936580.19657529,-7013683.27881903 -2936609.49339868)",track,,,,,,,,,,,
"LINESTRING (-7013380.08671424 -2936398.85536297,-7013391.45964108 -2936417.9836099,-7013372.39573106 -2936450.88641343,-7013353.22838782 -2936486.79755999,-7013343.31136653 -2936516.9649751,-7013345.6959134 -2936532.84799066,-7013379.62509625 -2936603.58532458,-7013409.80740693 -2936593.73259896,-7013445.02541159 -2936587.72824784,-7013455.96639125 -2936588.11673962,-7013475.96489796 -2936598.82243163,-7013746.29399125 -2936510.79586558)",track,,,,,,,,,,,
"LINESTRING (-7013420.33928468 -2936366.98445845,-7013420.97075747 -2936378.56154397,-7013391.45964108 -2936417.9836099)",track,,,,,,,,,,,
"LINESTRING (-7013964.19309035 -2935343.22202333,-7014237.29450901 -2935155.79686206,-7014337.86385071 -2935063.70459517,-7014473.01709477 -2934871.48364454,-7014590.69422295 -2934721.47523148,-7014928.41624703 -2934582.93458845)",track,yes,,,,,,,,,,
"LINESTRING (-7013528.25828255 -2935425.1968306,-7013380.08206315 -2935414.10544075,-7013272.22377061 -2935418.61081064,-7013163.91195936 -2935471.05167191,-7012954.37743534 -2935541.53323124)",track,yes,,,,,,,,,,
"LINESTRING (-7012954.37743534 -2935541.53323124,-7012696.16081142 -2935618.53226812)",track,,,,,,,,,,,
"LINESTRING (-7012615.23030813 -2937300.9700075,-7012583.23760736 -2937259.74377855,-7012574.53798051 -2937245.92305379,-7012563.46672009 -2937212.46473551,-7012563.41006576 -2937199.09502693,-7012568.50763736 -2937182.70547649,-7012580.74337971 -2937164.73486187,-7012597.04398777 -2937148.15314891,-7012599.62687734 -2937140.05951027,-7012599.83407972 -2937126.16959607,-7012594.80265681 -2937110.01769571,-7012579.69023098 -2937084.12249044,-7012552.72321128 -2937003.56728181,-7012543.36330377 -2936989.74522355,-7012529.06435789 -2936978.87017528,-7012521.10062541 -2936975.40049915,-7012516.63215329 -2936972.81582389,-7012502.66125376 -2936968.06269776,-7012483.07962453 -2936954.73582972,-7012468.98201768 -2936933.15119674,-7012456.70258161 -2936898.01188314,-7012450.99388254 -2936886.12931505,-7012441.18915485 -2936872.23292262,-7012429.76265405 -2936861.28576188)",track,,,,,,,,,,,
"LINESTRING (-7012283.37513212 -2936899.20620464,-7012396.66445161 -2936858.75807054,-7012429.76265405 -2936861.28576188,-7012451.5884356 -2936834.38115276)",track,yes,,,,,,,,,,
"LINESTRING (-7012203.04308625 -2936857.05932675,-7012233.39211373 -2936916.55463244)",track,yes,,,,,,,,,,
"LINESTRING (-7011712.23545578 -2937117.82868114,-7011761.68104403 -2937260.67951957,-7011767.63465456 -2937272.04735624,-7011780.23964594 -2937304.96115433,-7011799.23593171 -2937365.04465932,-7011827.16003886 -2937430.15698199,-7011838.06319445 -2937454.29963727,-7011852.3578966 -2937480.26463433,-7011862.37773436 -2937504.27648157,-7011906.57959601 -2937635.93132264,-7011924.22800769 -2937676.27889081,-7011928.29059177 -2937687.01739114,-7011934.13405631 -2937705.63952444,-7011941.76969684 -2937735.79075127,-7011944.15190606 -2937745.39757879,-7011961.21707126 -2937801.01187827,-7012049.90182913 -2938015.33418216)",track,,,,,,,,,,,
"LINESTRING (-7012214.47190963 -2937433.35085473,-7012153.11854056 -2937358.27286059,-7012108.51774424 -2937316.85698829,-7012095.10382416 -2937300.37196799,-7012079.5304481 -2937274.40938342,-7012057.39237356 -2937224.55389926,-7011970.08373543 -2937096.90043841,-7011954.75598217 -2937070.42462225,-7011951.41818355 -2937061.77745747,-7011939.92138966 -2937037.77441887)",track,,,,,,,,,,,
"LINESTRING (-7012045.00162833 -2935711.59340503,-7012033.4071764 -2935721.39335901,-7011886.9493141 -2935769.61282422,-7011719.63408294 -2935832.90707179,-7011599.32147257 -2935878.72792029,-7011566.05327861 -2935914.56153396)",track,yes,,,,,,,,,,
"LINESTRING (-7012954.37743534 -2935541.53323124,-7012939.55300589 -2935509.47017466,-7012905.13361111 -2935417.9680401,-7012788.98896839 -2935115.62468146)",track,yes,,,,,,,,,,
"LINESTRING (-7013252.93600617 -2934928.18136029,-7012825.18923892 -2935115.49286683,-7012805.18523217 -2935122.28537258,-7012788.98896839 -2935115.62468146,-7012777.66369378 -2935106.40776329,-7012721.223712 -2935121.86074657,-7012435.30975345 -2935230.40449629,-7012244.78528092 -2935308.95470168,-7012112.27658661 -2935353.94401772,-7011970.15150157 -2935401.21293618)",track,yes,,,,,,,,,,
"LINESTRING (-7012777.66369378 -2935106.40776329,-7012772.62135329 -2935091.24327106,-7012759.5959736 -2935056.70428057,-7012631.65303987 -2934841.79345191)",track,yes,,,,,,,,,,
"LINESTRING (-7011580.72292667 -2934792.01108888,-7011636.56719261 -2934788.89602498,-7011648.26880326 -2934780.71900432,-7011651.86747481 -2934772.033601,-7011658.74764921 -2934765.96546355,-7011663.00985426 -2934762.20112191,-7011678.62071874 -2934755.95654804,-7011696.34775655 -2934753.19657584,-7011712.00484007 -2934753.94857531,-7011730.1256231 -2934759.68700856)",track,,,,,,,,,,,
"LINESTRING (-7010494.73085596 -2935540.18361891,-7010474.41756239 -2935496.71139255,-7010456.48862954 -2935448.4119041,-7010444.93444558 -2935416.62371159,-7010436.35711479 -2935398.4413208,-7010415.79041426 -2935345.11317243,-7010396.33135751 -2935295.77559574,-7010389.98494937 -2935275.56495936,-7010387.84795358 -2935265.09759381,-7010388.79111662 -2935255.47046262,-7010405.08914865 -2935247.12860081,-7010551.35154943 -2935185.82579631,-7010580.90075234 -2935171.11903023,-7010632.63343425 -2935150.29477614,-7010653.56138616 -2935140.40102148,-7010689.38287202 -2935123.56430597,-7010704.86580654 -2935118.30731748,-7010741.24871253 -2935101.77183052,-7010761.47128665 -2935092.56838402,-7010782.79372643 -2935082.54042732,-7010791.71896393 -2935078.56689372,-7010803.98503518 -2935072.06492417,-7010815.4176807 -2935068.6545762,-7010829.2430382 -2935066.76892432,-7010855.20454198 -2935062.13609441,-7010880.75511913 -2935061.84555147,-7010910.49772437 -2935061.54624037,-7010932.9742855 -2935060.43387682,-7010948.06715445 -2935062.30015948,-7010967.20914478 -2935063.73466623,-7010987.47300699 -2935065.71083684,-7011000.74620803 -2935066.329382,-7011015.26622436 -2935067.91869715,-7011028.1170309 -2935067.28656762,-7011041.81013426 -2935066.36844299,-7011052.83093419 -2935063.09791191,-7011067.03952144 -2935055.48518389,-7011089.74238716 -2935039.84223432,-7011136.83897723 -2935008.00243959,-7011177.93527281 -2934980.51649199,-7011218.74037628 -2934952.22705109,-7011260.95606174 -2934922.49472595,-7011278.227635 -2934910.1100299,-7011292.00774012 -2934901.22767748,-7011312.76460911 -2934885.32207403,-7011343.41308058 -2934867.00054385,-7011371.02085433 -2934854.81664499,-7011398.07220539 -2934843.76476151,-7011423.05366264 -2934836.22462685,-7011474.52675257 -2934821.53356802,-7011508.98938185 -2934810.30208052,-7011545.39845619 -2934799.33218248,-7011580.72292667 -2934792.01108888,-7011585.0972558 -2934804.96001127,-7011589.77523709 -2934824.36691574,-7011594.0423662 -2934842.49861112,-7011599.26024236 -2934859.36429923,-7011603.63798756 -2934869.54413391,-7011607.43109381 -2934873.85349957,-7011615.24817786 -2934873.51586109,-7011635.62441346 -2934867.53964777,-7011663.8075146 -2934859.83500195,-7011677.20552992 -2934856.67951092,-7011698.68592608 -2934851.25095247,-7011708.18637264 -2934851.75642201,-7011716.57789989 -2934855.89855758,-7011722.32774318 -2934861.86044211,-7011726.6760328 -2934866.45294175)",track,,,,,,,,,,,
"LINESTRING (-7011727.42540613 -2934822.95605621,-7011727.15575482 -2934861.84072682,-7011726.6760328 -2934866.45294175,-7011717.77173245 -2934951.10176525,-7011682.04385163 -2935029.56261878,-7011654.17730852 -2935068.95980999,-7011633.61774196 -2935084.92127787,-7011592.92272687 -2935098.22662471,-7011474.79792771 -2935125.37737836,-7011299.01191376 -2935196.97502556,-7011130.6668957 -2935266.10536797,-7010959.66527105 -2935339.12854374,-7010855.08589067 -2935390.09120888,-7010717.50619538 -2935446.78230554,-7010593.96553252 -2935499.19792634,-7010494.73085596 -2935540.18361891,-7010438.02053128 -2935563.59649745,-7010265.39339511 -2935637.67377502,-7010084.39489603 -2935713.56515213)",track,yes,,,,,,,,,,
"LINESTRING (-7011658.74764921 -2934765.96546355,-7011634.40542665 -2934735.54169117,-7011612.79989854 -2934708.84300571,-7011603.25682187 -2934698.57202462,-7011591.03971562 -2934681.74589532,-7011583.83164882 -2934660.40970574,-7011576.32455595 -2934634.04920233,-7011564.06584223 -2934606.04239093,-7011552.35935914 -2934575.53118661,-7011542.50948057 -2934556.01499171,-7011533.10018774 -2934543.36140307,-7011523.59713587 -2934540.06877927,-7011511.03429083 -2934544.33545868,-7011492.64851701 -2934554.78294267,-7011477.57954244 -2934562.68918973,-7011465.45722603 -2934568.20043424,-7011454.41539928 -2934568.69046057,-7011444.34978621 -2934566.51157337,-7011431.47340378 -2934557.37304601,-7011422.78301802 -2934548.20710085,-7011407.63719696 -2934533.77044453,-7011394.46744312 -2934525.18272359,-7011384.532964 -2934517.83360023,-7011369.54046131 -2934505.21078634,-7011351.47639102 -2934494.55386361,-7011331.61183321 -2934486.84584877,-7011316.92749656 -2934482.05319182,-7011305.89343178 -2934481.14654868,-7011290.53470708 -2934481.21664006,-7011275.60344977 -2934483.97095723,-7011264.43972863 -2934486.81938625,-7011252.7195926 -2934490.79991722,-7011245.88337895 -2934495.45902951,-7011227.36572466 -2934506.87387152,-7011213.56832098 -2934515.76291735,-7011197.81565973 -2934521.58450689,-7011180.52556187 -2934529.7734664,-7011170.32640082 -2934529.97744424,-7011164.72379985 -2934525.81146722,-7011158.26293428 -2934514.96611609,-7011152.18578311 -2934496.97858387,-7011149.30358739 -2934473.25187231,-7011154.41499745 -2934462.18718755,-7011165.96977455 -2934450.7998219,-7011185.48276653 -2934440.91256036,-7011250.17199611 -2934411.47846279,-7011282.23997798 -2934398.72099681,-7011323.40339358 -2934385.21156587,-7011390.32561933 -2934356.88405967,-7011444.14717573 -2934333.94906659,-7011473.83775063 -2934316.87273223,-7011499.06852156 -2934304.57118943,-7011527.65350285 -2934293.91878864,-7011557.79555966 -2934285.09538855,-7011578.57414127 -2934276.17177512,-7011613.96736597 -2934259.47495008,-7011658.59640313 -2934239.66135993,-7011694.71631773 -2934225.05490828,-7011706.98912359 -2934218.56915827,-7011719.51453948 -2934210.11118645,-7011784.92889473 -2934186.94809553,-7011836.53977224 -2934167.0997476,-7011900.42069473 -2934143.53432203,-7011915.06280321 -2934138.56055824,-7011933.18260882 -2934131.46221237,-7011954.38160923 -2934121.00079473,-7011971.93287869 -2934109.44086145,-7011985.3829428 -2934099.52010475)",track,,,,,,,,,,,
"LINESTRING (-7011168.90980937 -2933895.60752951,-7011185.31762432 -2933888.94684233,-7011207.47022235 -2933870.08287221,-7011205.04701661 -2933809.888191,-7011216.43478199 -2933782.99411141,-7011234.94268268 -2933704.69806129,-7011307.73265805 -2933696.04280646,-7011374.93644275 -2933885.19950455,-7011411.20167532 -2933888.58536183,-7011450.80080148 -2933880.25867398,-7011503.24217538 -2933795.1895823,-7011498.37780945 -2933784.04758769,-7011466.75021449 -2933734.85915033,-7011462.47649731 -2933703.77107791,-7011494.82824239 -2933688.18667223)",track,yes,,,,,,,,,,
"LINESTRING (-7011124.89051928 -2933549.78694122,-7011129.01323324 -2933588.81885116,-7011133.59933399 -2933615.39128823,-7011128.4614201 -2933641.26933991,-7011128.19801371 -2933695.81555763,-7011126.85955407 -2933742.68961213,-7011143.34833748 -2933789.35047808,-7011154.08411651 -2933815.67890845,-7011162.39829998 -2933844.65484383,-7011168.90980937 -2933895.60752951,-7011168.00544338 -2933932.65641428,-7011148.21482866 -2933967.14065094,-7011130.91090298 -2933993.84993169,-7011085.8670077 -2934007.69567202,-7010981.26000839 -2934028.2429343,-7010923.07596852 -2934039.97075268,-7010899.95188377 -2934036.50854573,-7010867.87785951 -2933951.28914951,-7010863.02560715 -2933915.2952043,-7010865.74643253 -2933804.35497986,-7010842.385989 -2933709.22535339,-7010837.43954751 -2933650.25944787,-7010823.90519139 -2933576.70207409)",track,yes,,,,,,,,,,
"LINESTRING (-7010865.84814394 -2932948.59217953,-7010962.4868512 -2933224.94069882,-7011077.09571129 -2933556.14336688)",track,yes,,,,,,,,,,
"LINESTRING (-7010348.27456515 -2933186.88897797,-7010514.94752045 -2933634.25003159)",track,yes,,,,,,,,,,
"LINESTRING (-7011071.96188689 -2932863.75975469,-7010962.64806548 -2932909.56383723,-7010865.84814394 -2932948.59217953,-7010779.66907078 -2932982.04206568,-7010707.97987492 -2933023.54544046,-7010573.71655155 -2933082.86825926,-7010493.90292369 -2933119.36044093,-7010486.10179316 -2933122.93402779,-7010395.39969933 -2933164.02769006,-7010348.27456515 -2933186.88897797,-7010097.53283767 -2933299.54248892)",track,yes,,,,,,,,,,
"LINESTRING (-7010985.58769036 -2932757.60607422,-7010825.21305402 -2932822.61101761,-7010738.5827868 -2932850.35191702,-7010656.04935285 -2932880.10352904,-7010521.2000306 -2932917.36262083,-7010441.09807291 -2932949.69021763,-7010171.08194084 -2933038.06914491,-7010034.17991171 -2933089.61474169)",track,yes,,,,,,,,,,
"LINESTRING (-7010019.66943997 -2933041.55080783,-7010034.17991171 -2933089.61474169,-7010097.53283767 -2933299.54248892,-7010162.22958889 -2933513.99688878,-7010231.11843444 -2933770.90048068)",track,yes,,,,,,,,,,
"LINESTRING (-7010852.98529272 -2932590.42232476,-7010380.30656717 -2932754.40149234,-7009978.28910669 -2932892.85626213)",track,yes,,,,,,,,,,
"LINESTRING (-7009340.29404816 -2933036.11521093,-7008991.62607472 -2933299.43570999)",track,yes,,,,,,,,,,
"LINESTRING (-7010401.77048528 -2937382.20626528,-7010419.31932534 -2937388.69583242,-7010442.09327189 -2937389.53895613,-7010476.72500211 -2937384.2076003,-7010505.26293122 -2937376.67967891,-7010556.21473984 -2937359.39643768,-7010610.40616152 -2937348.51654879,-7010623.22054103 -2937345.23568168)",track,,,,,,,,,,,
"LINESTRING (-7010860.38200054 -2936649.37189759,-7010836.6888176 -2936655.2793681,-7010804.30329624 -2936668.81014393,-7010778.8868546 -2936683.93256116,-7010746.0495517 -2936714.52845006,-7010697.87733168 -2936779.10808417,-7010654.09390527 -2936844.14515542,-7010629.78798826 -2936876.64200063,-7010629.98640065 -2936893.97826092,-7010641.58183967 -2936919.93162192,-7010563.07633373 -2936954.17129138)",track,,,,,,,,,,,
"LINESTRING (-7003838.42554226 -2943134.02328093,-7003898.31025582 -2943458.31863921,-7003989.46301875 -2943928.38453684,-7004008.76693261 -2943963.64511025)",track,,,,,,,,,,,
"LINESTRING (-7001838.09221796 -2943715.48117158,-7001928.49958471 -2943725.35312063,-7001977.23920796 -2943732.67561601,-7001992.76235564 -2943759.13318022,-7002037.06287263 -2943886.90648266,-7002056.87537348 -2943910.52193228,-7002158.59715426 -2943855.05866918,-7002207.49949848 -2943846.85211132,-7002233.8014519 -2943830.93597292,-7002563.37538294 -2943750.94001084,-7002767.10176542 -2943710.06432308,-7003898.31025582 -2943458.31863921)",track,,,,,,,,,,,
"LINESTRING (-7002455.07724784 -2943263.58922113,-7002454.19872941 -2943300.81657033,-7002519.16958976 -2943588.71323128,-7002563.37538294 -2943750.94001084)",track,,,,,,,,,,,
"LINESTRING (-7004105.36019507 -2942936.34083273,-7004065.10437527 -2942828.29293872,-7003949.43313369 -2942491.63770765,-7003927.93336269 -2942436.482034)",track,,,,,,,,,,,
"LINESTRING (-7002579.76487682 -2942622.19701863,-7002571.59205182 -2942592.75960095,-7002583.73863893 -2942556.30338185,-7002616.17439353 -2942526.90281675,-7002639.50936581 -2942494.11222659,-7002646.2921273 -2942465.42795906,-7002639.92878673 -2942428.74479988,-7002618.34070775 -2942342.44952222,-7002607.51747509 -2942311.77963206,-7002596.15992053 -2942248.41160244,-7002585.19123511 -2942223.23674717,-7002569.35092822 -2942213.16110451,-7002547.50438552 -2942207.28824429)",track,yes,,,,,,,,,,
"LINESTRING (-7003617.79566649 -2939759.8000566,-7003403.12738568 -2940590.73608734)",track,,,,,,,,,,,
"LINESTRING (-7003470.55445945 -2939230.18989991,-7003364.21381117 -2939636.49487802,-7003255.15952048 -2940030.59576233)",track,,,,,,,,,,,
"LINESTRING (-7001402.77711491 -2940593.08517822,-7001398.09203598 -2940620.56757958,-7001395.50294022 -2940651.31150632,-7001409.53600454 -2940701.85152653,-7001429.0530265 -2940738.88665654,-7001456.16167457 -2940773.35126151,-7001499.50763759 -2940803.73040117,-7001538.79488036 -2940819.98754391,-7001577.65433315 -2940837.10623838,-7001616.10476808 -2940852.95111379,-7001644.86953918 -2940877.70544678,-7001649.83613145 -2940917.56020876,-7001631.1865587 -2940958.36909211,-7001556.39558745 -2941139.98873164,-7001535.49672686 -2941203.37964204,-7001527.57490106 -2941234.22941425,-7001524.89232401 -2941257.65542359,-7001528.93962786 -2941269.67307534,-7001542.94666528 -2941298.70777509,-7001569.16363066 -2941320.10849996,-7001599.2647078 -2941328.93548233,-7001614.56115185 -2941332.53904359,-7001832.72705312 -2941335.07961661,-7001913.13819984 -2941341.65571854,-7001930.99067575 -2941353.91363419,-7001943.17395025 -2941365.98225915,-7001964.94878003 -2941382.54216196,-7002006.66763438 -2941399.74077615,-7002117.09886422 -2941430.65087539,-7002211.03890998 -2941459.91817511)",track,yes,,,,,,,,,,
"LINESTRING (-7002056.87537348 -2943910.52193228,-7001991.4075039 -2943951.30880706,-7001551.14139009 -2944261.02335518)",track,,,,,,,,,,,
"LINESTRING (-7001943.54699987 -2943166.86384127,-7001865.13384967 -2943603.23155239,-7001838.09221796 -2943715.48117158,-7001844.10598709 -2943741.18315387,-7001862.79654199 -2943769.23002061,-7001885.80274362 -2943782.59434326)",track,,,,,,,,,,,
"LINESTRING (-7001735.54461544 -2942566.06341157,-7001700.09360463 -2942555.43934874,-7001676.4848163 -2942534.54463214,-7001647.58170837 -2942515.4619423,-7001598.92314249 -2942478.99162525)",track,,,,,,,,,grade3,bad,
"LINESTRING (-7001089.19815107 -2943000.23760008,-7001111.57828852 -2943009.42984257,-7001118.40427285 -2943163.2500677)",track,,,,,,,,,grade2,bad,
"LINESTRING (-7001009.41368963 -2943410.56406833,-7000992.9460087 -2943410.46452112,-7000931.83913623 -2943386.22781904)",track,,,,,,,,,grade2,bad,
"LINESTRING (-7000744.95981064 -2943273.29958095,-7000880.32425656 -2943358.72674998)",track,,,,,,,,,grade2,bad,
"LINESTRING (-7000805.3584446 -2942521.32762565,-7000777.8988525 -2942558.96634157,-7000762.99447526 -2942555.98601611,-7000749.036023 -2942547.87579795,-7000744.49400329 -2942529.64103962,-7000713.0250265 -2942506.06726475,-7000677.27854782 -2942480.15457729)",track,,,,,,,,,grade3,bad,
"LINESTRING (-7000789.98100891 -2942333.97071897,-7000835.36049197 -2942359.34600468,-7000868.44374544 -2942389.31223429,-7000871.37805317 -2942402.76968875,-7000860.70575354 -2942428.30204374)",track,,,,,,,,,grade3,bad,
"LINESTRING (-7000599.22928092 -2942932.09090548,-7000644.00766325 -2942876.39760387,-7000710.46831187 -2942803.64627171,-7000740.12798411 -2942751.92013289,-7000779.72204558 -2942701.0895964)",track,,,,,,,,,grade3,bad,
"LINESTRING (-7001290.2951213 -2941458.97513617,-7001243.43628966 -2941435.80168062)",track,,,,,,,,,grade3,bad,
"LINESTRING (-7001358.71367261 -2941133.16121941,-7001334.10837359 -2941209.41217306,-7001281.73998895 -2941330.33123296,-7001243.43628966 -2941435.80168062,-7001233.17499748 -2941453.60418009)",track,,,,,,,,,grade3,bad,
